name,surname,email,taxcode,status,ec_taxcode,pt_taxcode,role
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,80012320729,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,93038940362,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91032760067,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90081880636,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,94071240017,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,97846590582,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92061710445,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,94149170261,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,95125790246,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90064820443,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90117940560,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91087200118,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90088810081,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92050540670,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92040010883,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,93075560438,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91004900592,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,93056760635,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,93450060723,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,96037260179,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91168540358,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,97698610157,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91150580404,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91031570061,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91370230376,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,98180790176,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92082870533,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91052780797,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91016230145,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,93036500291,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91109850338,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92048900150,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90042400946,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92032760875,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,95119390136,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,96071620189,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91023220527,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,94097430717,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90049450373,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90056090500,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,97784380012,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,95081700122,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91028640174,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,97784520013,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90049730048,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92066270056,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,97083910790,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90036110493,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,98108590781,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92058420461,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92271980283,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92071110131,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90069040104,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90036190313,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92150570908,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,94073720032,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92096380487,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,97846580583,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,92093920806,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90230200736,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,96039450794,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,95212150163,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,96091050045,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,93068650204,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,95156800658,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,90065600026,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,93051950256,,referente pagamenti
Referente,Pagamenti MIM,account@selfcare.it,PAGOPA01H23H501X,true,91080110744,,referente pagamenti
